runNumber, ProgramName, Run Start (Unixtime), Run stop (Unixtime), Duration (s), Run Start, Run Stop,TrigPulser,TrigEsataNimGrandOr,TrigAdc16GrandOr,TrigAdc32GrandOr,Trig1ormore,Trig2ormore,Trig3ormore,Trig4ormore,TrigAdcGrandOr,TrigAwCoincA,TrigAwCoincB,TrigAwCoincC,TrigAwCoincD,TrigAw1ormore,TrigAw2ormore,TrigAw3ormore,TrigAw4ormore,TrigAwMLU,TrigBscGrandOr,TrigBscMult,TrigCoinc,TrigAwCoinc,TrigAdc16_1ormore,TrigAdc16_2ormore,TrigAdc16_3ormore,TrigAdc16_4ormore,TrigAwGrandOr,Mean #AW, Mean #PAD, Mean #MATCH, Mean #Hits, Mean #Tracks, Mean Track ChiR, Mean Track ChiZ, Mean #Verts,Mean #Canditate Tracks per Vert,Mean #Used Tracks Per Vertex,Mean Vertex Chi,Mean #Bars, Compilation Date, Analysis Host, Git Branch, Git date, Git hash, Git Hash (long), Git diff (shortstat),
13658,alphagonline.exe,1757625568,1757633421,7853,Thu Sep 11 23:19:28 2025,Fri Sep 12 01:30:21 2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2492.282197,18345.141600,1915.991622,1915.991622,16.944584,6.988107,2.429998,1.390422,3.295417,2.189337,390.539583,269.435345,2025-09-10	22:34:24,UNKNOWN,agproduction_2025,2025-09-03	16:36:11,26f4f0792,26f4f07929ca176f62000e174b4334a00612a5b0, 1 file changed; 1 insertion(+),
