runNumber, ProgramName, Run Start (Unixtime), Run stop (Unixtime), Duration (s), Run Start, Run Stop,TrigPulser,TrigEsataNimGrandOr,TrigAdc16GrandOr,TrigAdc32GrandOr,Trig1ormore,Trig2ormore,Trig3ormore,Trig4ormore,TrigAdcGrandOr,TrigAwCoincA,TrigAwCoincB,TrigAwCoincC,TrigAwCoincD,TrigAw1ormore,TrigAw2ormore,TrigAw3ormore,TrigAw4ormore,TrigAwMLU,TrigBscGrandOr,TrigBscMult,TrigCoinc,TrigAwCoinc,TrigAdc16_1ormore,TrigAdc16_2ormore,TrigAdc16_3ormore,TrigAdc16_4ormore,TrigAwGrandOr,Mean #AW, Mean #PAD, Mean #MATCH, Mean #Hits, Mean #Tracks, Mean Track ChiR, Mean Track ChiZ, Mean #Verts,Mean #Canditate Tracks per Vert,Mean #Used Tracks Per Vertex,Mean Vertex Chi,Mean #Bars, Compilation Date, Analysis Host, Git Branch, Git date, Git hash, Git Hash (long), Git diff (shortstat),
13685,alphagonline.exe,1757866730,1757882010,15280,Sun Sep 14 18:18:50 2025,Sun Sep 14 22:33:30 2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1800.789710,12617.911087,1376.618943,1376.618943,12.148163,6.543389,2.328007,0.938774,3.202255,2.177041,389.073733,197.766553,2025-09-10	22:34:24,UNKNOWN,agproduction_2025,2025-09-03	16:36:11,26f4f0792,26f4f07929ca176f62000e174b4334a00612a5b0, 1 file changed; 1 insertion(+),
